                                                                               1 Aug 2018 13:00:48
Approved for Personal Home Use Only
Satellite-KickSat2-To-Facility-Facility1:  Access Summary Report


KickSat2-To-Facility1
---------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                     322    28 Mar 2019 13:53:59.709    28 Mar 2019 13:58:01.873           242.164
                     323    29 Mar 2019 06:31:08.427    29 Mar 2019 06:35:01.113           232.686
                     324    29 Mar 2019 08:09:10.871    29 Mar 2019 08:10:01.054            50.182
                     325    29 Mar 2019 13:00:36.090    29 Mar 2019 13:03:26.921           170.831
                     326    29 Mar 2019 14:36:56.610    29 Mar 2019 14:39:46.275           169.665
                     327    30 Mar 2019 05:38:40.381    30 Mar 2019 05:39:58.922            78.541
                     328    30 Mar 2019 07:13:50.187    30 Mar 2019 07:17:15.926           205.739
                     329    30 Mar 2019 13:42:29.742    30 Mar 2019 13:46:38.999           249.257
                     330    31 Mar 2019 06:19:29.432    31 Mar 2019 06:23:42.379           252.947
                     331    31 Mar 2019 12:48:37.673    31 Mar 2019 12:52:45.963           248.290
                     332     1 Apr 2019 05:25:43.405     1 Apr 2019 05:29:45.455           242.050
                     333     1 Apr 2019 11:55:08.976     1 Apr 2019 11:58:18.142           189.166
                     334     1 Apr 2019 13:31:52.041     1 Apr 2019 13:34:08.651           136.609
                     335     2 Apr 2019 04:32:51.696     2 Apr 2019 04:35:05.057           133.361
                     336     2 Apr 2019 06:08:39.657     2 Apr 2019 06:11:50.168           190.511
                     337     2 Apr 2019 12:37:12.872     2 Apr 2019 12:41:15.559           242.686
                     338     3 Apr 2019 05:14:12.381     3 Apr 2019 05:18:21.089           248.708
                     339     3 Apr 2019 11:43:16.327     3 Apr 2019 11:47:28.996           252.669
                     340     4 Apr 2019 04:20:19.856     4 Apr 2019 04:24:28.670           248.814
                     341     4 Apr 2019 10:49:43.126     4 Apr 2019 10:53:07.734           204.608
                     342     4 Apr 2019 12:26:56.789     4 Apr 2019 12:28:21.382            84.593
                     343     5 Apr 2019 03:27:13.571     5 Apr 2019 03:30:00.961           167.390
                     344     5 Apr 2019 05:03:30.734     5 Apr 2019 05:06:23.171           172.437
                     345     5 Apr 2019 09:57:00.858     5 Apr 2019 09:57:44.023            43.165
                     346     5 Apr 2019 11:31:57.116     5 Apr 2019 11:35:50.660           233.544
                     347     6 Apr 2019 04:08:56.382     6 Apr 2019 04:12:59.107           242.725
                     348     6 Apr 2019 10:37:55.675     6 Apr 2019 10:42:10.972           255.297
                     349     7 Apr 2019 03:14:57.632     7 Apr 2019 03:19:10.907           253.276
                     350     7 Apr 2019 09:44:18.296     7 Apr 2019 09:47:55.934           217.638
                     351     8 Apr 2019 02:21:40.257     8 Apr 2019 02:24:52.382           192.125
                     352     8 Apr 2019 03:58:23.838     8 Apr 2019 04:00:54.509           150.671
                     353     8 Apr 2019 08:51:15.405     8 Apr 2019 08:52:54.893            99.488
                     354     8 Apr 2019 10:26:42.686     8 Apr 2019 10:30:24.098           221.411
                     355     9 Apr 2019 03:03:41.452     9 Apr 2019 03:07:36.426           234.973
                     356     9 Apr 2019 09:32:35.738     9 Apr 2019 09:36:51.880           256.142
                     357    10 Apr 2019 02:09:36.629    10 Apr 2019 02:13:52.273           255.644
                     358    10 Apr 2019 08:38:54.336    10 Apr 2019 08:42:42.904           228.567
                     359    11 Apr 2019 01:16:10.045    11 Apr 2019 01:19:41.030           210.985
                     360    11 Apr 2019 02:53:19.841    11 Apr 2019 02:55:23.317           123.476
                     361    11 Apr 2019 07:45:41.336    11 Apr 2019 07:47:54.021           132.685
                     362    11 Apr 2019 09:21:29.906    11 Apr 2019 09:24:55.547           205.642
                     363    12 Apr 2019 01:58:27.627    12 Apr 2019 02:02:13.006           225.379
                     364    12 Apr 2019 08:27:16.552    12 Apr 2019 08:31:31.672           255.120
                     365    13 Apr 2019 01:04:16.775    13 Apr 2019 01:08:32.851           256.076
                     366    13 Apr 2019 07:33:31.155    13 Apr 2019 07:37:28.725           237.570
                     367    14 Apr 2019 00:10:42.152    14 Apr 2019 00:14:27.696           225.543
                     368    14 Apr 2019 01:48:21.080    14 Apr 2019 01:49:47.248            86.168
                     369    14 Apr 2019 06:40:11.082    14 Apr 2019 06:42:48.973           157.892
                     370    14 Apr 2019 08:16:19.302    14 Apr 2019 08:19:24.485           185.183
                     371    15 Apr 2019 00:53:14.971    15 Apr 2019 00:56:48.783           213.812
                     372    15 Apr 2019 07:21:58.180    15 Apr 2019 07:26:10.304           252.124
                     373    15 Apr 2019 23:58:58.018    16 Apr 2019 00:03:12.685           254.667
                     374    16 Apr 2019 06:28:08.697    16 Apr 2019 06:32:13.463           244.765
                     375    16 Apr 2019 23:05:16.134    16 Apr 2019 23:09:12.830           236.696
                     376    17 Apr 2019 05:34:43.012    17 Apr 2019 05:37:41.382           178.371
                     377    17 Apr 2019 07:11:11.848    17 Apr 2019 07:13:49.946           158.098
                     378    17 Apr 2019 22:12:36.811    17 Apr 2019 22:14:21.190           104.379
                     379    17 Apr 2019 23:48:03.596    17 Apr 2019 23:51:23.654           200.058
                     380    18 Apr 2019 06:16:40.707    18 Apr 2019 06:20:47.687           246.980
                     381    18 Apr 2019 22:53:40.330    18 Apr 2019 22:57:51.818           251.488
                     382    19 Apr 2019 05:22:46.937    19 Apr 2019 05:26:57.138           250.201
                     383    19 Apr 2019 21:59:51.714    19 Apr 2019 22:03:56.713           244.999
                     384    20 Apr 2019 04:29:16.441    20 Apr 2019 04:32:31.924           195.484
                     385    20 Apr 2019 06:06:09.857    20 Apr 2019 06:08:09.623           119.766
                     386    20 Apr 2019 21:06:53.689    20 Apr 2019 21:09:21.902           148.213
                     387    20 Apr 2019 22:42:53.668    20 Apr 2019 22:45:57.442           183.774
                     388    21 Apr 2019 05:11:24.252    21 Apr 2019 05:15:23.706           239.453
                     389    21 Apr 2019 21:48:23.698    21 Apr 2019 21:52:30.261           246.563
                     390    22 Apr 2019 04:17:25.866    22 Apr 2019 04:21:39.763           253.896
                     391    22 Apr 2019 20:54:28.704    22 Apr 2019 20:58:39.532           250.828
                     392    23 Apr 2019 03:23:51.024    23 Apr 2019 03:27:20.950           209.926
                     393    23 Apr 2019 05:01:24.470    23 Apr 2019 05:02:12.373            47.904
                     394    23 Apr 2019 20:01:17.775    23 Apr 2019 20:04:15.736           177.961
                     395    23 Apr 2019 21:37:45.489    23 Apr 2019 21:40:29.853           164.365
                     396    24 Apr 2019 02:30:58.016    24 Apr 2019 02:32:08.782            70.766
                     397    24 Apr 2019 04:06:08.984    24 Apr 2019 04:09:58.198           229.214
                     398    24 Apr 2019 20:43:08.123    24 Apr 2019 20:47:08.009           239.886
                     399    25 Apr 2019 03:12:05.495    25 Apr 2019 03:16:21.336           255.841
                     400    25 Apr 2019 19:49:06.976    25 Apr 2019 19:53:21.420           254.444
                     401    26 Apr 2019 02:18:26.554    26 Apr 2019 02:22:08.664           222.110
                     402    26 Apr 2019 18:55:45.816    26 Apr 2019 18:59:05.944           200.128
                     403    26 Apr 2019 20:32:39.606    26 Apr 2019 20:35:00.336           140.731
                     404    27 Apr 2019 01:25:19.220    27 Apr 2019 01:27:12.869           113.648
                     405    27 Apr 2019 03:00:55.151    27 Apr 2019 03:04:30.919           215.768
                     406    27 Apr 2019 19:37:53.629    27 Apr 2019 19:41:45.046           231.417
                     407    28 Apr 2019 02:06:45.850    28 Apr 2019 02:11:01.823           255.973
                     408    28 Apr 2019 18:43:46.440    28 Apr 2019 18:48:02.479           256.039
                     409    29 Apr 2019 01:13:02.915    29 Apr 2019 01:16:55.180           232.265
                     410    29 Apr 2019 17:50:16.592    29 Apr 2019 17:53:53.752           217.160
                     411    29 Apr 2019 19:27:37.232    29 Apr 2019 19:29:27.674           110.443
                     412    30 Apr 2019 00:19:46.964    30 Apr 2019 00:22:10.062           143.098
                     413    30 Apr 2019 01:55:43.142    30 Apr 2019 01:59:01.485           198.343
                     414    30 Apr 2019 18:32:40.263    30 Apr 2019 18:36:21.329           221.067
                     415     1 May 2019 01:01:26.979     1 May 2019 01:05:41.183           254.204
                     416     1 May 2019 17:38:27.031     1 May 2019 17:42:42.768           255.737
                     417     2 May 2019 00:07:40.028     2 May 2019 00:11:40.586           240.558
                     418     2 May 2019 16:44:49.488     2 May 2019 16:48:39.781           230.293
                     419     2 May 2019 18:22:42.531     2 May 2019 18:23:47.703            65.172
                     420     2 May 2019 23:14:17.677     2 May 2019 23:17:03.922           166.245
                     421     3 May 2019 00:50:33.603     3 May 2019 00:53:29.247           175.644
                     422     3 May 2019 15:52:30.249     3 May 2019 15:53:29.199            58.950
                     423     3 May 2019 17:27:28.103     3 May 2019 17:30:56.772           208.668
                     424     3 May 2019 23:56:08.952     4 May 2019 00:00:19.349           250.397
                     425     4 May 2019 16:33:08.704     4 May 2019 16:37:22.328           253.624
                     426     4 May 2019 23:02:17.851     4 May 2019 23:06:24.921           247.070
                     427     5 May 2019 15:39:24.134     5 May 2019 15:43:24.398           240.264
                     428     5 May 2019 22:08:50.246     5 May 2019 22:11:55.564           185.318
                     429     5 May 2019 23:45:27.857     5 May 2019 23:47:52.891           145.034
                     430     6 May 2019 14:46:36.387     6 May 2019 14:48:40.471           124.084
                     431     6 May 2019 16:22:17.276     6 May 2019 16:25:31.256           193.980
                     432     6 May 2019 22:50:51.863     6 May 2019 22:54:56.231           244.367
                     433     7 May 2019 15:27:51.438     7 May 2019 15:32:01.201           249.763
                     434     7 May 2019 21:56:56.363     7 May 2019 22:01:08.200           251.837
                     435     8 May 2019 14:34:00.294     8 May 2019 14:38:07.854           247.560
                     436     8 May 2019 21:03:24.158     8 May 2019 21:06:45.501           201.343
                     437     8 May 2019 22:40:29.541     8 May 2019 22:42:08.783            99.242
                     438     9 May 2019 13:40:56.792     9 May 2019 13:43:37.797           161.004
                     439     9 May 2019 15:17:07.993     9 May 2019 15:20:04.563           176.570
                     440     9 May 2019 21:45:35.851     9 May 2019 21:49:31.690           235.838
                     441    10 May 2019 14:22:35.224    10 May 2019 14:26:39.380           244.156
                     442    10 May 2019 20:51:35.567    10 May 2019 20:55:50.423           254.856
                     443    11 May 2019 13:28:37.808    11 May 2019 13:32:50.303           252.495
                     444    11 May 2019 19:57:59.127    11 May 2019 20:01:34.009           214.882
                     445    12 May 2019 12:35:22.655    12 May 2019 12:38:29.993           187.338
                     446    12 May 2019 14:12:00.619    12 May 2019 14:14:36.322           155.703
                     447    12 May 2019 19:04:59.398    12 May 2019 19:06:29.367            89.970
                     448    12 May 2019 20:40:21.112    12 May 2019 20:44:05.536           224.424
                     449    13 May 2019 13:17:20.071    13 May 2019 13:21:16.867           236.796
                     450    13 May 2019 19:46:15.478    13 May 2019 19:50:31.588           256.110
                     451    14 May 2019 12:23:16.562    14 May 2019 12:27:31.863           255.301
                     452    14 May 2019 18:52:34.992    14 May 2019 18:56:21.259           226.267
                     453    15 May 2019 11:29:51.874    15 May 2019 11:33:19.165           207.291
                     454    15 May 2019 13:06:55.886    15 May 2019 13:09:05.810           129.924
                     455    15 May 2019 17:59:23.946    15 May 2019 18:01:29.974           126.028
                     456    15 May 2019 19:35:07.936    15 May 2019 19:38:37.478           209.542
                     457    16 May 2019 12:12:06.010    16 May 2019 12:15:53.626           227.616
                     458    16 May 2019 18:40:56.130    16 May 2019 18:45:11.649           255.520
                     459    17 May 2019 11:17:56.475    17 May 2019 11:22:12.616           256.141
                     460    17 May 2019 17:47:11.649    17 May 2019 17:51:07.347           235.699
                     461    18 May 2019 10:24:23.543    18 May 2019 10:28:06.218           222.675
                     462    18 May 2019 12:01:55.595    18 May 2019 12:03:31.211            95.617
                     463    18 May 2019 16:53:53.031    18 May 2019 16:56:25.692           152.660
                     464    18 May 2019 18:29:56.794    18 May 2019 18:33:07.054           190.260
                     465    19 May 2019 11:06:53.097    19 May 2019 11:10:29.603           216.507
                     466    19 May 2019 17:35:37.578    19 May 2019 17:39:50.556           252.978
                     467    20 May 2019 10:12:37.492    20 May 2019 10:16:52.618           255.127
                     468    20 May 2019 16:41:49.037    20 May 2019 16:45:52.335           243.298
                     469    21 May 2019 09:18:57.156    21 May 2019 09:22:51.662           234.506
                     470    21 May 2019 10:57:09.667    21 May 2019 10:57:42.611            32.944
                     471    21 May 2019 15:48:24.540    21 May 2019 15:51:18.617           174.077
                     472    21 May 2019 17:24:48.520    21 May 2019 17:27:33.430           164.910
                     473    22 May 2019 08:26:23.677    22 May 2019 08:27:54.602            90.924
                     474    22 May 2019 10:01:41.429    22 May 2019 10:05:04.702           203.273
                     475    22 May 2019 16:30:19.904    22 May 2019 16:34:28.235           248.330
                     476    23 May 2019 09:07:19.577    23 May 2019 09:11:31.915           252.339
                     477    23 May 2019 15:36:27.125    23 May 2019 15:40:36.258           249.133
                     478    24 May 2019 08:13:32.415    24 May 2019 08:17:35.802           243.387
                     479    24 May 2019 14:42:57.665    24 May 2019 14:46:09.557           191.892
                     480    24 May 2019 16:19:44.970    24 May 2019 16:21:54.754           129.784
                     481    25 May 2019 07:20:37.841    25 May 2019 07:22:57.965           140.124
                     482    25 May 2019 08:56:31.160    25 May 2019 08:59:38.766           187.607
                     483    25 May 2019 15:25:03.218    25 May 2019 15:29:04.572           241.355
                     484    26 May 2019 08:02:02.714    26 May 2019 08:06:10.518           247.804
                     485    26 May 2019 14:31:05.900    26 May 2019 14:35:19.127           253.227
                     486    27 May 2019 07:08:09.113    27 May 2019 07:12:18.846           249.733
                     487    27 May 2019 13:37:31.998    27 May 2019 13:40:58.917           206.919
                     488    27 May 2019 15:14:52.873    27 May 2019 15:16:04.291            71.418
                     489    28 May 2019 06:15:00.764    28 May 2019 06:17:52.888           172.124
                     490    28 May 2019 07:51:22.539    28 May 2019 07:54:11.537           168.998
                     491    28 May 2019 12:44:44.322    28 May 2019 12:45:40.967            56.645
                     492    28 May 2019 14:19:47.674    28 May 2019 14:23:39.420           231.746
                     493    29 May 2019 06:56:46.900    29 May 2019 07:00:48.428           241.528
                     494    29 May 2019 13:25:45.370    29 May 2019 13:30:00.933           255.562
                     495    30 May 2019 06:02:47.111    30 May 2019 06:07:00.927           253.816
                     496    30 May 2019 12:32:07.319    30 May 2019 12:35:46.913           219.594
                     497    31 May 2019 05:09:28.074    31 May 2019 05:12:43.751           195.677
                     498    31 May 2019 06:46:16.052    31 May 2019 06:48:42.548           146.496
                     499    31 May 2019 11:39:02.401    31 May 2019 11:40:48.249           105.848
                     500    31 May 2019 13:14:33.502    31 May 2019 13:18:12.553           219.051

Global Statistics
-----------------
Min Duration         198    11 Feb 2019 07:09:21.768    11 Feb 2019 07:09:42.756            20.989
Max Duration         356     9 Apr 2019 09:32:35.738     9 Apr 2019 09:36:51.880           256.142
Mean Duration                                                                              199.651
Total Duration                                                                           99825.323
